Date,Target,Sector,Country,Transaction Type,Deal Value (USD/MLNS),Investor(s),Target_symbol,Investors_symbol,Target_Name_in_API,Investors_Name_in_API
2001-09-10,"NetRail, Inc.",Communications,United States,Special Situations/Distressed,11.7,"Cogent Communications Holdings, Inc., 2450 North Street NW, Washington, District of Columbia, 20007, United States, (202) 295-4200, www.cogentco.com",,CCOI,,"Cogent Communications Holdings, Inc."
2001-10-24,"Fox Family Worldwide, Inc.",Media,United States,Add-on Acquisition,5300,"The Walt Disney Company, 500 South Buena Vista Street, Burbank, California, 91521, United States, (818) 560-1000, www.thewaltdisneycompany.com",,WDP.DE,,The Walt Disney Company
2001-10-01,ServiceMaster - Management Services Group,Business Services,United States,Divestiture,800,"Aramark Corp., 2400 Market Street, Philadelphia, Pennsylvania, 19103, United States, (215) 238-3000, www.aramark.com",,ARMK,,Aramark
2001-10-01,Arch Capital Group Ltd. ,Insurance,Bermuda,PIPE,763,"Hellman & Friedman (PE), 415 Mission Street, Suite 5700, San Francisco, California, 94105, United States, (415)788-5111, www.hf.com\nOtter Capital LLC (PE), 755 Page Mill Road, Suite A200, Palo Alto, California, 94304, United States, (650)493-5263, www.ottercapital.com\nWarburg Pincus LLC (PE), 450 Lexington Avenue, New York, New York, 10017, United States, (212)878-0600, www.warburgpincus.com",ACGLP,,Arch Capital Group Ltd.,
2001-10-10,Omni Industries Ltd.,Manufacturing,Singapore,Add-on Acquisition,475,"Celestica Inc., 5140 Yonge Street Suite 1900, Toronto, Ontario, M2N 6L7, Canada, (416) 448-5800, www.celestica.com",,CLS.TO,,Celestica Inc.
2001-10-24,Vysis Inc.,Life Science,United States,Add-on Acquisition,355,"Abbott Laboratories, Inc., 100 Abbott Park Road, Abbott Park, Illinois, 60064, United States, (224) 667-6100, www.abbott.com",,ABT,,Abbott Laboratories
2001-10-17,"Worldwide Flight Services, Inc.",Transportation,United States,Add-on Acquisition,285,"VINCI SA, 1 cours Ferdinand de Lesseps, Rueil-Malmaison, F-92851, France, +33 1 47 16 35 00, www.vinci.com",,DG.PA,,VINCI SA
2001-10-01,Zodiac Watches,Consumer Products,Switzerland,Add-on Acquisition,4.7,"Fossil Group, Inc., 901 South Central Expressway, Richardson, Texas, 75080, United States, (972) 234-2525, www.fossilgroup.com",,FOSL,,"Fossil Group, Inc."
2001-11-07,"GPU, Inc.",Utilities,United States,Add-on Acquisition,4500,"FirstEnergy Corp., 76 South Main Street, Akron, Ohio, 44308, United States, (800) 736-3402, www.firstenergycorp.com",,FE,,FirstEnergy Corp.
2001-11-12,"Pacific Broadband Communications, Inc.",Communications,United States,Add-on Acquisition,200,"Juniper Networks, Inc., 1133 Innovation Way, Sunnyvale, California, 94089, United States, (408) 745-2000, www.juniper.net",,JNPR,,"Juniper Networks, Inc."
2001-12-20,McGrath RentCorp.,Real Estate,United States,Add-on Acquisition,482,"Tyco International Ltd., Building 1000 Unit 1202, Mahon, Ireland, +353 21 423 5000, www.tyco.com",MGRC,,McGrath RentCorp,
2001-12-06,"VidaMed, Inc.",Medical Products,United States,Add-on Acquisition,326,"Medtronic plc, 20 On Hatch, Lower Hatch Street, Dublin, Ireland, 353 1 438 1700, www.medtronic.com",,MDT,,Medtronic plc
2001-12-13,Community First Banking Co.,Financial Services,United States,Add-on Acquisition,122.08,"BB&T Corp., 200 West Second Street, Winston-Salem, North Carolina, 27101, United States, (336) 733-2000, www.bbt.com",FRBA,,First Bank,
2001-12-03,Borel Private Bank And Trust Co.,Financial Services,United States,Add-on Acquisition,113,"Boston Private Financial Holdings, Inc., Ten Post Office Square, Boston, Massachusetts, 02109, United States, (617) 912-1900, www.bostonprivate.com",,BPFH,,"Boston Private Financial Holdings, Inc."
2001-12-10,Stream Machine Co.,Semiconductors,United States,Add-on Acquisition,110,"Cirrus Logic, Inc., 800 West 6th Street, Austin, Texas, 78701, United States, (512) 851-4000, www.cirrus.com",,CRUS,,"Cirrus Logic, Inc."
2002-01-18,Frucor Beverages Group Ltd.,Beverages,New Zealand,Add-on Acquisition,157.77,"Danone S.A., 17, Boulevard Haussmann, Paris, 75009, France, + 33 1 44 35 20 20, www.danone.com",,BN.PA,,Danone S.A.
2002-01-18,SpatialMetrix Corp.,Electrical Equipment,United States,Add-on Acquisition,6.8,"FARO Technologies, Inc., 250 Technology Park, Lake Mary, Florida, 32746, United States, (407) 333-9911, www.faro.com",,FARO,,"FARO Technologies, Inc."
2002-02-01,Niagara Mohawk Power Corp.,Utilities,United States,Merger,8900,"National Grid plc, 1-3 Strand, London, WC2N 5EH, United Kingdom, 44 20 7004 3000, www.nationalgrid.com",,NGG,,National Grid plc
2002-02-08,"H.O. Systems, Inc.",Business Services,United States,Add-on Acquisition,350,"VeriSign, Inc., 12061 Bluemont Way, Reston, Virginia, 20190, United States, (703) 948-3200, www.verisign.com",,VRSN,,"VeriSign, Inc."
2002-02-14,"ORATEC Interventions, Inc.",Medical Products,United States,Add-on Acquisition,310,"Smith & Nephew plc, Building 5 Croxley Park Hatters Lane, Watford, WD18 8YE, United Kingdom, +44 19 2347 7100, www.smith-nephew.com",,SNN,,Smith & Nephew plc
2002-02-28,Signal Financial Corp.,Financial Services,United States,Add-on Acquisition,177,"Associated Banc-Corp., 433 Main Street, Green Bay, Wisconsin, 54301, United States, (920) 491-7500, www.associatedbank.com",,ASB,,Associated Banc-Corp
2002-02-15,"Intelligent Automation Systems, Inc.",Manufacturing,United States,Add-on Acquisition,17.9,"Brooks Automation, Inc., 15 Elizabeth Drive, Chelmsford, Massachusetts, 01824, United States, (978) 262-2400, www.brooks.com",,BRKS,,"Brooks Automation, Inc."
2002-03-14,"CorpSoft, Inc.(dba Corporate Software)",Software,United States,Add-on Acquisition,89,"Level 3 Communications, Inc., 1025 Eldorado Boulevard, Broomfield, Colorado, 80021, United States, (720) 888-1000, www.level3.com",,PIH.TO,,8002
2002-03-11,"Classic Vacation Group, Inc.",Leisure,United States,Add-on Acquisition,48,"Expedia Group, Inc., 1111 Expedia Group Way West, Seattle, Washington, 98119, United States, (206) 481-7200, www.expediagroup.com",,EXPE,,"Expedia Group, Inc."
2002-03-13,LineSoft Corp.,Software,United States,Add-on Acquisition,42,"Itron, Inc., 2111 N Molter Rd, Liberty Lake, Washington, 99019, United States, (509) 924-9900, www.itron.com",,ITRI,,"Itron, Inc."
2002-03-28,Dressler HF Technik GmbH,Electrical Equipment,Germany,Add-on Acquisition,16.75,"Advanced Energy Industries, Inc., 1595 Wynkoop Street Suite 800, Denver, Colorado, 80202, United States, (970) 221-4670, www.advancedenergy.com",,AEIS,,"Advanced Energy Industries, Inc."
2002-04-19,Health Personnel Options Corp.,Staffing,United States,Add-on Acquisition,150,"ASGN Incorporated, 4400 Cox Road Suite 110, Glen Allen, California, 23060, United States, (888) 482-8068, www.asgn.com",,ASGN,,ASGN Incorporated
2002-04-02,Revit Technology Corp.,Information Technology,United States,Add-on Acquisition,133,"Autodesk, Inc., 111 McInnis Parkway, San Rafael, California, 94903, United States, (415) 507-5000, www.autodesk.com",,AUD.DE,,"Autodesk, Inc."
2002-04-24,Plato Design Systems Inc.,Software,United States,Add-on Acquisition,50,"Cadence Design Systems, Inc., 2655 Seely Avenue Building 5, San Jose, California, 95134, United States, (408) 943-1234, www.cadence.com",,CDNS,,"Cadence Design Systems, Inc."
2002-04-23,National Bank of Florida,Financial Services,United States,Add-on Acquisition,28.1,"Provident Bancorp, Inc., 5 Market Street, Amesbury, Massachusetts, 01913, United States",,PVBC,,"Provident Bancorp, Inc."
2002-04-01,Potters Financial Corp.,Financial Services,United States,Add-on Acquisition,23.45,"United Community Financial Corp., 275 West Federal Street, Youngstown, Ohio, 44503, United States, (330) 742-0500, www.ucfconline.com",,UCFC,,United Community Financial Corp.
2002-04-02,Thompson Dental Co.,Healthcare Services,United States,Add-on Acquisition,22,"Patterson Companies, Inc., 1031 Mendota Heights Road, St. Paul, Minnesota, 55120, United States, (651) 686-1600, www.pattersoncompanies.com",,PDCO,,"Patterson Companies, Inc."
2002-04-16,Overland Park Living Community,Real Estate,United States,Add-on Acquisition,12.7,"Five Star Senior Living Inc., 400 Centre Street, Newton, Massachusetts, 02458, United States, (617) 796-8387, www.fivestarseniorliving.com",,FVE,,Five Star Senior Living Inc.
2002-04-02,PSINet United States,Communications,United States,Special Situations/Distressed,10,"Cogent Communications Holdings, Inc., 2450 North Street NW, Washington, District of Columbia, 20007, United States, (202) 295-4200, www.cogentco.com",,CCOI,,"Cogent Communications Holdings, Inc."
2002-05-15,The Columbia House Co.,Retail,United States,Divestiture,411,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",,BX,,The Blackstone Group Inc.
2002-05-14,"PRI Automation, Inc.",Semiconductors,United States,Add-on Acquisition,380,"Brooks Automation, Inc., 15 Elizabeth Drive, Chelmsford, Massachusetts, 01824, United States, (978) 262-2400, www.brooks.com",,BRKS,,"Brooks Automation, Inc."
2002-05-31,Fresh Enterprises LLC (dba Baja Fresh),Restaurants,United States,Add-on Acquisition,275,"The Wendy's Company, One Dave Thomas Boulevard, Dublin, Ohio, 43017, United States, (614) 764-3100, www.wendys.com",,WEN,,The Wendy's Company
2002-05-02,"Software Spectrum, Inc.",Software,United States,Add-on Acquisition,122,"Level 3 Communications, Inc., 1025 Eldorado Boulevard, Broomfield, Colorado, 80021, United States, (720) 888-1000, www.level3.com",,PIH.TO,,8002
2002-06-28,Western Security Bank NA,Financial Services,United States,Add-on Acquisition,6.2,"CVB Financial Corp., 701 North Haven Avenue, Ontario, California, 91764, United States, (909) 980-4030, www.cbbank.com",,CVBF,,CVB Financial Corp.
2002-06-10,Benedek Broadcasting Corp.,Media,United States,Add-on Acquisition,500,"Gray Television, Inc., 4370 Peachtree Road, NE, Atlanta, Georgia, 30319, United States, (404) 504-9828, www.gray.tv",,GTN-A,,"Gray Television, Inc."
2002-06-03,AVA S.p.A.,Energy Services and Equipment,Italy,Add-on Acquisition,8.45,"Newpark Resources, Inc., 9320 Lakeside Boulevard, Suite 100, The Woodlands, Texas, 77381, United States, (281) 362-6800, www.newpark.com",,NR,,"Newpark Resources, Inc."
2002-07-31,Trigon Healthcare Inc.,Healthcare Services,United States,Merger,3800,"Anthem, Inc., 220 Virginia Avenue, Indianapolis, Indiana, 46204, United States, (800) 331-1476, www.antheminc.com",,ANTM,,"Anthem, Inc."
2002-07-08,"PayPal Holdings, Inc.",Financial Services,United States,Add-on Acquisition,1500,"eBay, Inc., 2025 Hamilton Avenue, San Jose, California, 95125, United States, (408) 376-7008, www.ebayinc.com",PYPL,,"PayPal Holdings, Inc.",
2002-07-02,"Unisphere Networks, Inc.",Technology Hardware,United States,Divestiture,585,"Juniper Networks, Inc., 1133 Innovation Way, Sunnyvale, California, 94089, United States, (408) 745-2000, www.juniper.net",,JNPR,,"Juniper Networks, Inc."
2002-07-25,"Dynacare Laboratories, Inc.",Life Science,United States,Add-on Acquisition,480,"Laboratory Corporation of America Holdings, 358 South Main Street, Burlington, North Carolina, 27215, United States, (336) 229-1127, www.labcorp.com",,LH,,Laboratory Corporation of America Holdings
2002-07-25,"AYR Networks, Inc.",Software,United States,Add-on Acquisition,113,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",,CSCO,,"Cisco Systems, Inc."
2002-07-29,"BML Pharmaceuticals, Inc.",Life Science,United States,Add-on Acquisition,14,"Endo International plc, Minerva House First Floor Simmonscourt Road Ballsbridge, Dublin, Ireland, 353 1 268 2000, www.endo.com",,ENDP,,Endo International plc
2002-07-01,"Centro Vision, Inc.",Electronics,United States,Add-on Acquisition,1.45,"OSI Systems, Inc., 12525 Chadron Avenue, Hawthorne, California, 90250, United States, (310) 978-0516, www.osi-systems.com",,OSIS,,"OSI Systems, Inc."
2002-08-30,"Schmalbach-Lubeca Holdings, Inc.",Manufacturing,United States,Add-on Acquisition,1014.21,"Ball Corp., 10 Longs Peak Drive, Broomfield, Colorado, 80021, United States, (303) 469-3131, www.ball.com",,PIH.TO,,8002
2002-08-07,Hollywood Casino Corporation,Gaming,United States,Add-on Acquisition,780,"Penn National Gaming, Inc., 825 Berkshire Boulevard, Suite 200, Wyomissing, Pennsylvania, 19610, United States, (610) 373-2400, www.pngaming.com",,PENN,,"Penn National Gaming, Inc."
2002-09-27,CAiCE Software Corp.,Software,United States,Add-on Acquisition,10,"Autodesk, Inc., 111 McInnis Parkway, San Rafael, California, 94903, United States, (415) 507-5000, www.autodesk.com",,AUD.DE,,"Autodesk, Inc."
2002-09-20,InSilicon Corp.,Semiconductors,United States,Add-on Acquisition,65.4,"Synopsys, Inc., 690 East Middlefield Road, Mountain View, California, 94043, United States, (650) 584-5000 , www.synopsys.com",,SNPS,,"Synopsys, Inc."
2002-09-19,"Advantage Payroll Services, Inc.",Business Services,United States,Add-on Acquisition,240,"Paychex, Inc., 911 Panorama Trail South, Rochester, New York, 14625, United States, (585) 385-6666, www.paychex.com",,PAYX,,"Paychex, Inc."
2002-09-13,El Paso Corp. - 300 MW U.S. Power Plant,Utilities,United States,Divestiture,127,"TC Energy Corporation, 450 - 1 Street SW, Calgary, Alberta, T2P 5H1, Canada, (403) 920-2000, www.tcenergy.com",,TRP.TO,,TC Energy Corporation
2002-09-07,"Peoples Financial Corp., Inc.",Financial Services,United States,Add-on Acquisition,87.4,"S&T Bancorp, Inc., 800 Philadelphia Street, Indiana, Pennsylvania, 15701, United States, (800) 325-2265, www.stbancorp.com",,STBA,,"S&T Bancorp, Inc."
2002-09-06,"Co-Design Automation, Inc.",Software,United States,Add-on Acquisition,36,"Synopsys, Inc., 690 East Middlefield Road, Mountain View, California, 94043, United States, (650) 584-5000 , www.synopsys.com",,SNPS,,"Synopsys, Inc."
2002-10-15,Medford Bancorp Inc.,Financial Services,United States,Add-on Acquisition,281.9,"Citizens Financial Group, Inc., One Citizens Plaza, Providence, Rhode Island, 02903, United States, (401) 456-7000, www.citizensbank.com",,CFG,,"Citizens Financial Group, Inc."
2002-10-11,Spinal Dynamics Corp.,Medical Products,United States,Add-on Acquisition,269.5,"Medtronic plc, 20 On Hatch, Lower Hatch Street, Dublin, Ireland, 353 1 438 1700, www.medtronic.com",,MDT,,Medtronic plc
2002-10-01,Bambora Group,Financial Services,Sweden,Add-on Acquisition,120.92,"SEB SA, Campus SEB - 112 Chemin du Moulin Carron, Ecully, 69130, France, 33 4 72 18 18 18, www.groupeseb.com",,SK.PA,,SEB SA
2002-10-25,Constellation Health Services Inc.,Real Estate,United States,Add-on Acquisition,77.15,"Senior Housing Properties Trust, Two Newton Place, Suite 300, Newton, Massachusetts, 02458, United States, (617) 796-8350, www.snhreit.com\nFive Star Senior Living Inc., 400 Centre Street, Newton, Massachusetts, 02458, United States, (617) 796-8387, www.fivestarseniorliving.com",,FVE,,Five Star Senior Living Inc.
2002-10-22,"Psionic Software, Inc.",Software,United States,Add-on Acquisition,12,"Cisco Systems, Inc., 170 West Tasman Drive, San Jose, California, 95134, United States, (408) 526-7209, www.cisco.com",,CSCO,,"Cisco Systems, Inc."
2002-10-16,The Procurement Centre LLC,Business Services,United States,Add-on Acquisition,9,"Resources Connection, Inc., 17101 Armstrong Avenue, Suite 100, Irvine, California, 92614, United States, (714) 430-6400, www.rgp.com",,RECN,,"Resources Connection, Inc."
2002-10-02,eMobile Data Corp.,Software,Canada,Add-on Acquisition,6.2,"Itron, Inc., 2111 N Molter Rd, Liberty Lake, Washington, 99019, United States, (509) 924-9900, www.itron.com",,ITRI,,"Itron, Inc."
2002-11-01,Nycomed Pharma AG,Life Science,Switzerland,Secondary Buyout,1267,"The Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com\nCrescent Capital Group LP (PE), 11100 Santa Monica Blvd., Suite 2000, Los Angeles, California, 90025, United States, (310)235-5900, www.crescentcap.com\naPriori Capital Partners (PE), www.aprioricapital.com",,BX,,The Blackstone Group Inc.
2002-11-25,"Stanley Security Solutions, Inc.",Safety/Security,United States,Add-on Acquisition,310,"Stanley Black & Decker, Inc., 1000 Stanley Drive, New Britain, Connecticut, 06053, United States, (860) 225-5111, www.stanleyblackanddecker.com",,SWK,,"Stanley Black & Decker, Inc."
2002-11-27,"Genuity, Inc.",Communications,United States,Add-on Acquisition,242,"Level 3 Communications, Inc., 1025 Eldorado Boulevard, Broomfield, Colorado, 80021, United States, (720) 888-1000, www.level3.com",,PIH.TO,,8002
2002-11-08,"RTW Retailwinds, Inc.",Retail,United States,Divestiture,153.5,"Irving Place Capital (PE), 745 5th Avenue, New York, New York, 10151, United States, (212) 551-4500, www.irvingplacecapital.com",RTW,,"RTW Retailwinds, Inc.",
2002-11-13,"OraPharma, Inc.",Life Science,United States,Add-on Acquisition,85,"Johnson & Johnson, One Johnson & Johnson Plaza, New Brunswick, New Jersey, 08933, United States, (732) 524-0400, www.jnj.com",,JNJ,,Johnson & Johnson
2002-12-01,Legrand SA,Electrical Equipment,France,"Buyout (LBO, MBO, MBI)",5747.19,"KKR & Co. L.P. (PE), 9 West 57 Street, Suite 4200, New York, New York, 10019, United States, (212)230-9410, www.kkr.com\nGoldman Sachs Merchant Banking (PE), 85 Broad Street, New York, New York, 10004, United States, (212)902-1000, www.goldmansachs.com/pia\nMontagu Private Equity LLP (PE), 2 More London Riverside, London, SE1 2AP, United Kingdom, +44 20 7336 9955, www.montaguequity.com",LR.PA,,Legrand SA,
2002-12-31,Houghton Mifflin Harcourt Co.,Publishing,United States,Divestiture,1672,"Thomas H. Lee Partners (PE), 100 Federal St., 35th Floor, Boston, Massachusetts, 02110, United States, (617)227-1050, www.thl.com\nBain Capital Private Equity (PE), 200 Clarendon Street, Boston, Massachusetts, 02199, United States, (617)516-2000, www.baincapitalprivateequity.com\nThe Blackstone Group Inc. (PE), 345 Park Avenue, New York, New York, 10154-0191, United States, (212)583-5000, www.blackstone.com",,BX,,The Blackstone Group Inc.
